token_len,entity_count,bridge_flag,label,question,id
14,1,0,B,How many miles does the average student at Notre Dame travel to study there?,single_squad_train_40
15,3,1,B,Where did U.S. News & World Report rank Notre Dame in its 2015-2016 university rankings?,single_squad_train_41
13,3,0,B,Forbes.com placed Notre Dame at what position compared to other US research universities?,single_squad_train_42
15,2,0,B,The undergrad school at the Mendoza College of Business was ranked where according to BusinessWeek?,single_squad_train_43
13,3,0,B,In 2014 what entity named Notre Dame 10th best of all American universities?,single_squad_train_44
10,1,0,B,What percentage of Notre Dame students decide to study abroad?,single_squad_train_45
17,3,0,B,What person was the Director of the Science Museum at Notre Dame in the late 19th century?,single_squad_train_46
8,1,0,B,What was the lifespan of John Augustine Zahm?,single_squad_train_47
12,1,0,B,What program did John Augustine Zahm come to co-direct at Nore Dame?,single_squad_train_48
13,3,0,B,In what year did Albert Zahm begin comparing aeronatical models at Notre Dame?,single_squad_train_49
10,2,0,B,Which professor sent the first wireless message in the USA?,single_squad_train_50
11,3,0,B,In what year did Jerome Green send his first wireless message?,single_squad_train_51
12,1,0,B,Which individual worked on projects at Notre Dame that eventually created neoprene?,single_squad_train_52
11,2,0,B,What did the brother of John Zahm construct at Notre Dame?,single_squad_train_53
14,1,0,B,Work on a germ-free-life ended up in the creation of which Notre Dame institute?,single_squad_train_54
10,2,0,B,Around what time did Lobund of Notre Dame become independent?,single_squad_train_55
11,4,0,B,In what year did Lobund at Notre Dame become an Institute?,single_squad_train_56
16,4,0,B,The Lobund Institute was merged into the Department of Biology at Notre Dame in what year?,single_squad_train_57
10,1,0,B,When did study of a germ-free-life begin at Notre Dame?,single_squad_train_58
8,3,0,B,Gurian created what in 1939 at Notre Dame?,single_squad_train_59
8,1,0,B,What was the Review of Politics inspired by?,single_squad_train_60
14,3,0,B,Over how many years did Gurian edit the Review of Politics at Notre Dame?,single_squad_train_61
11,2,0,B,Thomas Stritch was an editor of which publican from Notre Dame?,single_squad_train_62
9,2,1,B,Who was the president of Notre Dame in 2012?,single_squad_train_63
11,1,0,B,The Kellogg Institute for International Studies is part of which university?,single_squad_train_64
10,2,0,B,What does the Kroc Institute at Notre Dame focus on?,single_squad_train_65
13,2,0,B,In what year did Notre Dame begin to host the Global Adaptation Index?,single_squad_train_66
8,0,0,B,What threat does the Global Adaptation Index study?,single_squad_train_67
9,2,0,B,How many undergrads were attending Notre Dame in 2014?,single_squad_train_68
11,1,0,B,How many teams participate in the Notre Dame Bookstore Basketball tournament?,single_squad_train_69
11,2,0,B,How many students in total were at Notre Dame in 2014?,single_squad_train_70
10,1,0,B,What percentage of undergrads live on the Notre Dame campus?,single_squad_train_71
12,1,0,B,How many student housing areas are reserved for Notre Dame's graduate students?,single_squad_train_72
11,1,0,B,How many dorms for males are on the Notre Dame campus?,single_squad_train_73
10,1,0,B,There are how many dorms for females at Notre Dame?,single_squad_train_74
8,2,0,B,What is Congregation of Holy Cross in Latin?,single_squad_train_75
10,2,0,B,What percentage of Notre Dame students feel they are Christian?,single_squad_train_76
12,3,0,B,How often is Catholic mass held at Notre Dame in a week?,single_squad_train_77
9,1,0,B,How many chapels are on the Notre Dame campus?,single_squad_train_78
12,2,0,B,What amount of the student body of Notre Dame identifies as Catholic?,single_squad_train_79
9,1,0,B,What was the music hall at Notre Dame called?,single_squad_train_80
14,3,0,B,In what year was the Main Building at Notre Dame razed in a fire?,single_squad_train_81
9,2,1,B,Who was the president of Notre Dame in 1879?,single_squad_train_82
21,2,0,B,On what date was the rebuilding of The Main Building begun at Notre Dame after the fire that claimed the previous?,single_squad_train_83
15,1,0,B,What type of education was pushed at Notre Dame before its embracing of national standards?,single_squad_train_84
8,2,0,B,Which college did Notre Dame add in 1921?,single_squad_train_85
13,2,1,B,"In 1919 a new president of Notre Dame was named, who was it?",single_squad_train_86
21,2,0,B,Over how many years did the change to national standards undertaken at Notre Dame in the early 20th century take place?,single_squad_train_87
15,2,1,B,"The Notre Dame football team got a new head coach in 1918, who was it?",single_squad_train_88
15,2,0,B,What was the amount of wins Knute Rockne attained at Notre Dame while head coach?,single_squad_train_89
14,3,0,B,In what year did the team lead by Knute Rockne win the Rose Bowl?,single_squad_train_90
11,2,0,B,How many years was Knute Rockne head coach at Notre Dame?,single_squad_train_91
13,2,0,B,How many national titles were won when Knute Rockne coached at Notre Dame?,single_squad_train_92
14,3,0,B,"Catholic people identified with Notre Dame, what religious group did people feel Yale represented?",single_squad_train_93
12,3,0,B,Notre Dame students had a showdown in 1924 with which anti-catholic group?,single_squad_train_94
17,1,1,B,Which college president of Notre Dame is credited with preventing more confrontations between students and the KKK?,single_squad_train_95
17,3,0,B,What type of event did the Klan intend to have at Notre Dame in March of 1924?,single_squad_train_96
9,2,0,B,Which person became vice-president of Notre Dame in 1933?,single_squad_train_97
9,2,1,B,Who was the president of Notre Dame in 1934?,single_squad_train_98
9,2,0,B,Irvin Abell was given what award by Notre Dame?,single_squad_train_99
12,3,0,B,Which year was the Laetare Medal first given out at Notre Dame?,single_squad_train_100
14,2,0,B,For whos glory did Father O'Hara believed that the Notre Dame football team played?,single_squad_train_101
23,3,0,B,Around the time that Rev. Cavanaugh became president of Notre Dame by how much did the undergrad student body of Notre Dame increase?,single_squad_train_102
11,2,0,B,Which institute involving animal life did Cavanaugh create at Notre Dame?,single_squad_train_103
10,1,0,B,What is O'Shaughnessy Hall of Notre Dame formerly known as?,single_squad_train_104
8,2,0,B,Which president did Notre Dame have in 1947?,single_squad_train_105
14,2,0,B,What was the size of the Notre Dame endowment when Theodore Hesburgh became president?,single_squad_train_106
15,2,0,B,How many faculty members were at Notre Dame when Hesburgh left the role of president?,single_squad_train_107
14,2,0,B,What type of educational institute is Hesburgh given credit for creating at Notre Dame?,single_squad_train_108
9,2,0,B,Which role did Charles Sheedy have at Notre Dame?,single_squad_train_109
9,2,0,B,What title did Thomas Blantz have at Notre Dame?,single_squad_train_110
13,2,1,B,In what year did Notre Dame have its earliest undergraduate that was female?,single_squad_train_111
14,2,0,B,With what institute did Notre Dame agree to an exchange program in the 1960s?,single_squad_train_112
10,3,0,B,During what years was Edward Malloy president of Notre Dame?,single_squad_train_113
15,3,0,B,"What was the SAT score, on average, at Notre Dame when Edward Malloy became president?",single_squad_train_114
14,1,1,B,When Malloy became president of Notre Dame what was the size of the endowment?,single_squad_train_115
20,1,0,B,When Malloy reached the end of his time as president how much annuals funding for research did Notre Dame have?,single_squad_train_116
13,2,0,B,The amount of professors at Notre Dame increased by what amount under Malloy?,single_squad_train_117
10,2,0,B,When did John Jenkins become the president of Notre Dame?,single_squad_train_118
10,2,1,B,Who was the Notre Dame president that preceded John Jenkins?,single_squad_train_119
9,2,0,B,Which arena was constructed under Jenkins at Notre Dame?,single_squad_train_120
13,2,0,B,How much money was spent on enhancing Notre Dame Stadium under John Jenkins?,single_squad_train_121
12,2,0,B,Which congregation is in charge of the Old College at Notre Dame?,single_squad_train_122
17,1,0,B,What structure is found on the location of the original church of Father Sorin at Notre Dame?,single_squad_train_123
15,2,0,B,In which architectural style is the Basilica of the Sacred Heart at Notre Dame made?,single_squad_train_124
15,2,0,B,Which individual painted the inside of the Basilica of the Sacred Heart at Notre Dame?,single_squad_train_125
15,3,0,B,In what year was the Grotto of Our Lady of Lourdes at Notre Dame constructed?,single_squad_train_126
14,2,0,B,Which person oversaw the creation of a science hall at Notre Dame in 1883?,single_squad_train_127
16,3,0,B,In what year did the student union building at Notre Dame get renamed to LaFortune Center?,single_squad_train_128
10,1,0,B,After which individual was the LaFortune Center Notre Dame named?,single_squad_train_129
12,2,0,B,How large in square feet is the LaFortune Center at Notre Dame?,single_squad_train_130
10,1,0,B,How many halls are at Notre Dame that house students?,single_squad_train_131
9,2,0,B,Which library was built at Notre Dame in 1963?,single_squad_train_132
10,1,0,B,How many books are housed at the Theodore Hesburgh Library?,single_squad_train_133
12,2,0,B,Construction for which hall started on March 8th 2007 at Notre Dame?,single_squad_train_134
8,1,0,B,Which baseball stadium is found at Notre Dame?,single_squad_train_135
11,3,0,B,In what year did Notre Dame create the Office of Sustainability?,single_squad_train_136
12,1,0,B,What percentage of the food served at Notre Dame is locally grown?,single_squad_train_137
12,1,0,B,"Notre Dame got a ""B"" for its sustainability practices from which entity?",single_squad_train_138
7,1,0,B,Gustavo Gutierrez is faculty of which institute?,single_squad_train_139
12,4,0,B,In what year did Notre Dame first have a facility in England?,single_squad_train_140
12,2,0,B,At which location is the London Center operated by Notre Dame found?,single_squad_train_141
13,2,0,B,"Notre Dame has a center in Beijing, what is it referred to as?",single_squad_train_142
15,3,0,B,In what year did the Suffolk Street location start to house a Notre Dame facility?,single_squad_train_143
6,2,0,B,What was Notre Dame's first college?,single_squad_train_144
15,3,0,B,In what year was the The College of Arts and Letters at Notre Dame created?,single_squad_train_145
10,1,0,B,On which university did Notre Dame base its curriculum on?,single_squad_train_146
15,3,0,B,How many BA majors does the College of Arts and Letters at Notre Dame offer?,single_squad_train_147
10,2,0,B,Which president at Notre Dame created the College of Science?,single_squad_train_148
11,2,0,B,In what year was the Notre Dame College of Science formed?,single_squad_train_149
14,2,0,B,How many years long was a scientific course under Patrick Dillon at Notre Dame?,single_squad_train_150
11,2,0,B,Which hall at Notre Dame contains the current College of Science?,single_squad_train_151
7,2,0,B,In 1899 Notre Dame formed which college?,single_squad_train_152
13,2,0,B,In what building is the current School of Architecture housed at Notre Dame?,single_squad_train_153
17,3,0,B,In which location do students of the School of Architecture of Notre Dame spend their 3rd year?,single_squad_train_154
13,2,0,B,Which prestigious prize does the School of Architecture at Notre Dame give out?,single_squad_train_155
